,close ,OPEN ,date,pct_chn,logret
0,136.3,140.25,2013-06-21,0.0,0.0
1,128.95,135.05,2013-06-24,0.019696969696969654,-0.05543360637513306
2,132.75,129.1,2013-06-25,0.022722932976895233,0.029042927794693973
3,134.65,134.6,2013-06-26,0.02042711234911792,0.014211159135560258
4,135.1,135.75,2013-06-27,0.004245892560457838,0.0033364257085448656
5,135.75,136.25,2013-06-28,0.001838235294117647,0.0047997138478912404
6,139.25,135.75,2013-07-01,0.0018181818181818182,0.025455919993349063
7,137.4,137.6,2013-07-02,0.006727272727272707,-0.013374499019144892
8,133.2,136.0,2013-07-03,0.005943536404160454,-0.03104462168195976
9,134.7,132.95,2013-07-04,0.011395479170558609,0.011198325310029844
10,132.5,135.8,2013-07-05,0.010622437569884543,-0.016467437990042022
11,135.85,131.6,2013-07-08,0.01570386988222104,0.02496869044608019
12,138.1,137.0,2013-07-09,0.019629225736095983,0.016426724542889737
13,138.65,139.8,2013-07-10,0.010055665289998244,0.003974711646540285
14,143.4,140.0,2013-07-11,0.0007057163020465372,0.033685156103732794
15,143.35,144.2,2013-07-12,0.014606155451225837,-0.00034873583614114523
16,139.3,142.7,2013-07-15,0.005319148936170213,-0.02865931154361867
17,137.6,137.0,2013-07-16,0.020757465404224282,-0.01227895528651679
18,138.25,137.85,2013-07-17,0.0030785947120608266,0.004712714903201132
19,143.95,141.55,2013-07-18,0.012959719789842441,0.040402376655740646
20,147.2,145.0,2013-07-19,0.011806981519507148,0.022326189236591354
21,148.45,147.45,2013-07-22,0.008279824264954338,0.008455994914992715
22,144.0,148.0,2013-07-23,0.0018835616438356553,-0.030434901633768163
23,142.4,143.75,2013-07-24,0.014852350165996855,-0.01117330059812538
24,143.85,141.0,2013-07-25,0.009654203967000174,0.010131091019681904
25,141.4,144.0,2013-07-26,0.010511562718990891,-0.017178336535084604
26,137.0,141.95,2013-07-29,0.007348987273705006,-0.031611827634347556
27,137.4,137.0,2013-07-30,0.01803935860058305,0.002915453960123493
28,127.35,135.0,2013-07-31,0.0076234038498189435,-0.07595717836278304
