,close ,OPEN ,date,pct_chn,logret
0,151.45,147.0,2013-06-21,0.0,0.0
1,150.75,152.0,2013-06-24,0.016515276630883566,-0.0046327018659511054
2,145.0,150.75,2013-06-25,0.00422654268808115,-0.038889093186720736
3,147.8,146.4,2013-06-26,0.0147858599592114,0.019126266093527633
4,149.75,148.7,2013-06-27,0.007706483498073322,0.013107228481456623
5,150.3,151.95,2013-06-28,0.010752688172043012,0.0036660597633701997
6,151.55,150.9,2013-07-01,0.0034716482063150366,0.008282306744883172
7,150.05,151.2,2013-07-02,0.0009958506224065824,-0.009947031617435265
8,149.15,150.0,2013-07-03,0.004011365535684402,-0.006016060925619016
9,148.9,149.5,2013-07-04,0.001675603217158177,-0.0016775712707941537
10,148.4,149.2,2013-07-05,0.0010080645161290704,-0.003363608956683528
11,149.2,147.0,2013-07-08,0.007427413909520556,0.005376357036380952
12,149.3,149.5,2013-07-09,0.008366800535475234,0.0006700167754836173
13,149.25,149.3,2013-07-10,0.0006699045386032109,-0.00033495227243296455
14,150.0,150.15,2013-07-11,0.0028319173746459915,0.005012541823544048
15,151.85,150.05,2013-07-12,0.00033123550844648666,0.012257897395501871
16,149.3,152.0,2013-07-15,0.0064719548622634866,-0.016935486946612954
17,148.6,147.0,2013-07-16,0.016914749661705007,-0.004699572261485763
18,146.7,147.0,2013-07-17,0.0,-0.012868447134723127
19,149.75,145.7,2013-07-18,0.004400067693349167,0.02057755184662291
20,146.7,150.5,2013-07-19,0.016150740242261142,-0.02057755184662291
21,145.65,146.0,2013-07-22,0.015429453111606378,-0.0071832017434916295
22,146.8,146.0,2013-07-23,0.0,0.007864632774971625
23,145.65,144.25,2013-07-24,0.006036564332528458,-0.007864632774971625
24,147.35,145.5,2013-07-25,0.004268396790165613,0.01160422577825937
25,143.6,148.0,2013-07-26,0.008573388203017831,-0.025779052569579797
26,139.45,143.0,2013-07-29,0.017702248185519562,-0.029325542540625804
27,135.7,138.1,2013-07-30,0.017896274653031435,-0.02725954723267421
28,125.25,135.8,2013-07-31,0.008810572687224605,-0.08013482687584972
29,140.95,126.5,2013-08-01,0.034772854739203635,0.11809347759514743
30,125.25,143.0,2013-08-02,0.06150978564771668,-0.11809347759514743
31,123.25,129.0,2013-08-05,0.05550049554013875,-0.01609692704217469
32,130.05,120.7,2013-08-06,0.033100697906281146,0.05370417897186197
33,134.2,129.0,2013-08-07,0.03153495440729483,0.03141223264292048
34,142.2,134.95,2013-08-08,0.021468518852606852,0.057903292831558595
35,144.35,143.4,2013-08-12,0.029365768896611702,0.015006388739803533
36,144.35,144.9,2013-08-13,0.005185825410544511,0.0
37,145.45,144.75,2013-08-14,0.0005168849069607363,0.007591478832266851
38,141.95,144.9,2013-08-16,0.0005229213874847679,-0.024357502022230193
39,131.25,135.5,2013-08-19,0.035238987816307424,-0.07837098144724752
40,127.7,128.0,2013-08-20,0.02933124755572937,-0.027420138433239316
41,126.7,131.95,2013-08-21,0.015271602551710764,-0.00786167571139984
42,122.3,126.0,2013-08-22,0.023962948046717635,-0.03534504463396715
43,123.35,124.0,2013-08-23,0.008085708510208208,0.008548800282238922
44,123.8,124.75,2013-08-26,0.0030175015087507543,0.0036415172751302904
45,123.5,123.1,2013-08-27,0.006690997566909999,-0.0024262041824636427
46,122.8,122.1,2013-08-28,0.004083299305839118,-0.005684140354990319
47,127.75,122.5,2013-08-29,0.0015984015984016212,0.03951821337077188
48,125.95,127.0,2013-08-30,0.017790077090334058,-0.014190226285194285
49,130.4,125.6,2013-09-02,0.005468750000000022,0.034721646693933295
50,121.95,131.5,2013-09-03,0.02327875320576053,-0.06699552483062288
51,123.7,118.7,2013-09-04,0.05280528052805279,0.014248154736512753
52,122.55,126.0,2013-09-05,0.02937034801850733,-0.009340169424320699
53,126.85,123.6,2013-09-06,0.009582751048113418,0.03448617607116944
54,129.4,127.5,2013-09-10,0.015181004281821744,0.019903096021509192
55,128.2,129.0,2013-09-11,0.00583203732503888,-0.009316837580231052
56,129.15,129.0,2013-09-12,0.0,0.00738297505527985
57,136.2,129.5,2013-09-13,0.0018818216033120061,0.05314987417356232
58,136.25,139.4,2013-09-16,0.03591510974061312,0.0003670398279416176
59,132.3,136.0,2013-09-17,0.012672381662318322,-0.02941936242244303
60,133.05,133.65,2013-09-18,0.00881139857517808,0.005652926302787797
61,137.95,136.6,2013-09-19,0.010744855217628808,0.03616630323959669
62,139.7,137.3,2013-09-20,0.0025270758122744297,0.01260596559962135
63,139.6,139.0,2013-09-23,0.0061019382627422415,-0.000716075934644067
64,138.9,138.0,2013-09-24,0.003611412062116288,-0.005026940567973703
65,140.7,138.0,2013-09-25,0.0,0.012875714360045087
66,141.05,140.6,2013-09-26,0.00923131546245338,0.0024844733276623288
67,140.6,142.0,2013-09-27,0.004953998584571853,-0.0031954580714410596
68,138.05,140.7,2013-09-30,0.0046636771300448835,-0.01830304100040081
69,138.7,138.2,2013-10-01,0.00902853015529072,0.00469738894462246
70,140.85,139.5,2013-10-03,0.004637060816836138,0.015382167001595448
71,142.9,139.75,2013-10-04,0.000884486113568017,0.014449590613439867
72,144.7,143.0,2013-10-07,0.01129648939867918,0.012517548701616477
73,144.5,144.0,2013-10-08,0.0034662045060658577,-0.0013831260849510585
74,145.8,143.0,2013-10-09,0.0034626038781163434,0.008956312022070811
75,145.8,145.95,2013-10-10,0.01011139674378745,0.0
76,150.4,144.1,2013-10-11,0.006281833616298792,0.031062591941181772
77,150.95,151.5,2013-10-14,0.024466854025458774,0.0036502446371082797
